Equipment ID,Type,Site ID,Check-In Date,Check-Out Date,Engine Hours/Day,Idle Hours/Day,Rental Days,Last Operator ID,booking_id
EQX1003,Excavator,S003,2026-05-06,2026-05-28,7.0,2.4,22,OP103,BKG1579
EQX1006,Crane,S004,2025-02-05,2025-02-18,2.8,12.2,13,OP103,BKG1580
EQX1003,Excavator,S002,2025-05-09,2025-05-28,7.4,3.8,19,OP102,BKG1581
EQX1004,Excavator,S005,2025-08-05,2025-08-24,4.2,3.0,19,OP101,BKG1582
EQX1009,Bulldozer,S002,2026-02-25,2026-03-10,9.5,2.6,13,OP104,BKG1583
EQX1009,Bulldozer,S002,2025-11-11,2025-12-08,7.2,1.7,27,OP105,BKG1584
EQX1007,Crane,S002,2026-06-22,2026-07-21,3.5,5.6,29,OP105,BKG1585
EQX1015,Grader,S003,2025-08-05,2025-08-14,6.7,8.0,9,OP102,BKG1586
EQX1009,Bulldozer,S002,2025-12-26,2026-01-18,5.0,4.0,23,OP101,BKG1587
EQX1008,Crane,S002,2026-04-15,2026-04-28,2.3,5.5,13,OP103,BKG1588
EQX1010,Bulldozer,S003,2025-06-24,2025-07-24,6.2,4.3,30,OP106,BKG1589
EQX1016,Grader,S002,2026-02-09,2026-03-09,6.8,3.4,28,OP106,BKG1590
EQX1004,Excavator,S005,2026-04-27,2026-05-25,7.3,4.6,28,OP107,BKG1591
EQX1011,Bulldozer,S003,2025-09-26,2025-10-16,5.5,3.7,20,OP105,BKG1592
EQX1014,Grader,S005,2026-05-23,2026-06-13,7.5,4.1,21,OP102,BKG1593
EQX1003,Excavator,S003,2026-06-26,2026-07-18,6.0,6.2,22,OP105,BKG1594
EQX1004,Excavator,S004,2026-03-07,2026-04-02,7.4,3.6,26,OP104,BKG1595
EQX1015,Grader,S001,2025-10-24,2025-11-02,5.5,3.5,9,OP106,BKG1596
EQX1002,Excavator,S001,2025-05-09,2025-06-02,4.6,3.0,24,OP105,BKG1597
EQX1002,Excavator,S002,2025-07-13,2025-07-26,7.1,3.6,13,OP103,BKG1598
EQX1001,Excavator,S001,2025-07-27,2025-08-10,7.2,6.8,14,OP102,BKG1599
EQX1009,Bulldozer,S003,2025-07-14,2025-07-28,6.5,2.9,14,OP106,BKG1600
EQX1015,Grader,S004,2026-05-19,2026-06-03,7.1,4.2,15,OP104,BKG1601
EQX1005,Crane,S001,2026-07-21,2026-08-08,2.1,14.3,18,OP107,BKG1602
EQX1004,Excavator,S001,2026-07-26,2026-08-24,5.6,6.7,29,OP103,BKG1603
EQX1012,Bulldozer,S001,2025-01-09,2025-01-18,6.8,2.2,9,OP105,BKG1604
EQX1010,Bulldozer,S002,2025-08-22,2025-09-01,6.1,1.6,10,OP101,BKG1605
EQX1003,Excavator,S001,2025-01-05,2025-01-22,6.6,3.7,17,OP106,BKG1606
EQX1004,Excavator,S001,2025-11-22,2025-12-20,6.8,3.6,28,OP105,BKG1607
EQX1011,Bulldozer,S002,2025-08-11,2025-08-21,10.4,2.1,10,OP106,BKG1608
EQX1008,Crane,S001,2025-10-17,2025-11-06,2.2,5.5,20,OP106,BKG1609
EQX1002,Excavator,S003,2025-12-26,2026-01-12,6.1,1.3,17,OP105,BKG1610
EQX1013,Grader,S004,2025-08-08,2025-09-07,4.7,3.3,30,OP101,BKG1611
EQX1010,Bulldozer,S003,2026-01-19,2026-01-27,6.8,1.2,8,OP105,BKG1612
EQX1001,Excavator,S002,2025-06-20,2025-07-09,6.9,3.6,19,OP104,BKG1613
EQX1002,Excavator,S002,2025-12-11,2025-12-27,7.6,3.8,16,OP107,BKG1614
EQX1010,Bulldozer,S001,2025-09-03,2025-10-01,8.3,5.3,28,OP106,BKG1615
EQX1013,Grader,S002,2025-11-09,2025-11-19,6.0,1.6,10,OP105,BKG1616
EQX1008,Crane,S001,2025-04-06,2025-04-26,2.6,6.0,20,OP108,BKG1617
EQX1013,Grader,S004,2025-08-01,2025-08-20,6.4,2.0,19,OP108,BKG1618
EQX1003,Excavator,S005,2025-02-27,2025-03-08,7.5,4.5,9,OP107,BKG1619
EQX1002,Excavator,S003,2026-02-04,2026-02-28,7.7,0.4,24,OP105,BKG1620
EQX1012,Bulldozer,S001,2025-08-09,2025-08-29,7.3,5.9,20,OP102,BKG1621
EQX1002,Excavator,S002,2025-10-20,2025-11-08,5.6,2.9,19,OP106,BKG1622
EQX1001,Excavator,S003,2026-05-15,2026-05-22,8.0,1.7,7,OP104,BKG1623
EQX1008,Crane,S003,2025-07-11,2025-08-09,0.0,9.8,29,OP105,BKG1624
EQX1007,Crane,S005,2025-07-24,2025-08-01,4.7,6.3,8,OP102,BKG1625
EQX1010,Bulldozer,S003,2026-06-04,2026-06-29,6.9,4.3,25,OP105,BKG1626
EQX1008,Crane,S002,2025-06-14,2025-06-27,0.0,6.9,13,OP106,BKG1627
EQX1006,Crane,S003,2025-05-06,2025-06-01,0.0,1.7,26,OP102,BKG1628
EQX1013,Grader,S002,2025-07-24,2025-08-08,6.4,2.3,15,OP108,BKG1629
EQX1008,Crane,S005,2025-11-02,2025-11-12,5.0,4.5,10,OP108,BKG1630
EQX1002,Excavator,S002,2026-03-04,2026-04-02,5.0,3.4,29,OP103,BKG1631
EQX1007,Crane,S005,2025-04-12,2025-05-02,0.0,9.2,20,OP102,BKG1632
EQX1012,Bulldozer,S001,2025-02-06,2025-03-01,6.5,2.2,23,OP104,BKG1633
EQX1007,Crane,S002,2025-11-12,2025-11-19,1.7,6.6,7,OP103,BKG1634
EQX1007,Crane,S005,2026-07-27,2026-08-16,0.0,6.7,20,OP104,BKG1635
EQX1005,Crane,S002,2025-03-01,2025-03-25,1.7,5.0,24,OP103,BKG1636
EQX1009,Bulldozer,S003,2025-06-24,2025-07-14,4.3,3.8,20,OP102,BKG1637
EQX1012,Bulldozer,S002,2025-12-05,2026-01-04,7.4,2.2,30,OP102,BKG1638
EQX1011,Bulldozer,S002,2025-10-16,2025-11-11,7.9,1.1,26,OP104,BKG1639
EQX1003,Excavator,S002,2025-05-06,2025-05-23,6.9,4.1,17,OP108,BKG1640
EQX1011,Bulldozer,S003,2026-02-18,2026-03-12,7.1,4.0,22,OP108,BKG1641
EQX1004,Excavator,S001,2025-10-18,2025-10-26,7.3,4.2,8,OP104,BKG1642
EQX1014,Grader,S002,2026-05-11,2026-05-30,5.5,2.8,19,OP107,BKG1643
EQX1002,Excavator,S002,2025-06-13,2025-06-28,7.7,1.0,15,OP103,BKG1644
EQX1016,Grader,S003,2026-02-26,2026-03-16,7.1,4.8,18,OP104,BKG1645
EQX1007,Crane,S002,2026-07-08,2026-07-25,0.0,5.0,17,OP107,BKG1646
EQX1008,Crane,S004,2025-04-16,2025-05-08,0.0,5.3,22,OP103,BKG1647
EQX1001,Excavator,S002,2026-01-11,2026-02-10,6.9,2.7,30,OP102,BKG1648
EQX1015,Grader,S001,2025-11-18,2025-12-17,4.2,3.9,29,OP104,BKG1649
EQX1004,Excavator,S003,2025-07-20,2025-08-17,6.1,4.1,28,OP108,BKG1650
EQX1011,Bulldozer,S001,2025-05-02,2025-05-26,6.2,1.2,24,OP107,BKG1651
EQX1009,Bulldozer,S003,2025-07-06,2025-07-16,8.7,3.7,10,OP105,BKG1652
EQX1005,Crane,S003,2026-01-08,2026-01-26,3.4,6.3,18,OP103,BKG1653
EQX1011,Bulldozer,S003,2026-06-20,2026-07-04,8.2,3.7,14,OP103,BKG1654
EQX1006,Crane,S002,2026-04-14,2026-05-11,1.1,5.1,27,OP105,BKG1655
EQX1005,Crane,S005,2026-05-26,2026-06-11,1.5,6.7,16,OP104,BKG1656
EQX1016,Grader,S005,2026-05-13,2026-06-04,5.5,3.5,22,OP106,BKG1657
EQX1001,Excavator,S001,2025-10-14,2025-10-23,4.8,2.0,9,OP105,BKG1658
EQX1013,Grader,S003,2025-08-22,2025-09-17,5.6,6.5,26,OP101,BKG1659
EQX1004,Excavator,S004,2025-02-07,2025-03-04,7.0,6.3,25,OP104,BKG1660
EQX1004,Excavator,S001,2025-11-13,2025-11-29,7.8,2.3,16,OP108,BKG1661
EQX1003,Excavator,S002,2025-10-06,2025-10-25,6.4,2.9,19,OP107,BKG1662
EQX1016,Grader,S002,2025-01-07,2025-01-23,7.2,2.3,16,OP105,BKG1663
EQX1006,Crane,S002,2026-07-20,2026-08-13,2.4,7.1,24,OP107,BKG1664
EQX1008,Crane,S004,2026-06-18,2026-07-13,2.0,4.3,25,OP102,BKG1665
EQX1013,Grader,S001,2025-03-22,2025-04-02,4.1,4.1,11,OP101,BKG1666
EQX1009,Bulldozer,S004,2025-10-20,2025-11-17,6.7,3.1,28,OP103,BKG1667
EQX1008,Crane,S001,2025-05-24,2025-06-16,3.9,3.6,23,OP102,BKG1668
EQX1016,Grader,S001,2026-04-21,2026-05-14,4.7,4.0,23,OP101,BKG1669
EQX1005,Crane,S002,2025-07-19,2025-08-01,2.2,5.3,13,OP101,BKG1670
EQX1015,Grader,S004,2026-07-02,2026-07-20,5.4,4.5,18,OP102,BKG1671
EQX1015,Grader,S005,2025-05-05,2025-05-29,4.6,4.5,24,OP105,BKG1672
EQX1014,Grader,S001,2026-07-07,2026-07-25,5.7,7.7,18,OP106,BKG1673
EQX1001,Excavator,S005,2025-08-05,2025-08-23,6.8,2.3,18,OP105,BKG1674
EQX1007,Crane,S003,2025-09-23,2025-10-12,0.0,7.9,19,OP106,BKG1675
EQX1001,Excavator,S002,2026-05-06,2026-05-19,5.8,3.4,13,OP102,BKG1676
EQX1010,Bulldozer,S001,2025-03-23,2025-04-12,5.4,3.0,20,OP104,BKG1677
EQX1003,Excavator,S002,2026-06-26,2026-07-15,5.3,2.9,19,OP107,BKG1678
EQX1002,Excavator,S004,2026-05-12,2026-05-19,5.6,1.9,7,OP107,BKG1679
EQX1016,Grader,S002,2025-02-06,2025-03-07,4.6,4.7,29,OP107,BKG1680
EQX1015,Grader,S003,2025-07-01,2025-07-26,6.0,6.0,25,OP102,BKG1681
EQX1006,Crane,S005,2025-05-25,2025-06-22,0.0,7.8,28,OP105,BKG1682
EQX1013,Grader,S002,2026-05-16,2026-05-27,3.1,3.8,11,OP104,BKG1683
EQX1005,Crane,S004,2025-09-19,2025-09-30,0.0,5.7,11,OP108,BKG1684
EQX1016,Grader,S005,2025-07-15,2025-07-22,5.9,4.1,7,OP106,BKG1685
EQX1006,Crane,S001,2026-05-07,2026-05-24,4.5,6.5,17,OP105,BKG1686
EQX1011,Bulldozer,S003,2026-05-11,2026-05-18,5.6,0.8,7,OP105,BKG1687
EQX1007,Crane,S004,2025-02-15,2025-03-03,4.1,12.0,16,OP107,BKG1688
EQX1004,Excavator,S004,2025-09-02,2025-09-25,6.7,3.2,23,OP101,BKG1689
EQX1001,Excavator,S001,2026-05-14,2026-05-21,5.2,2.2,7,OP101,BKG1690
EQX1002,Excavator,S004,2026-07-20,2026-08-06,6.8,3.5,17,OP108,BKG1691
EQX1013,Grader,S003,2025-03-05,2025-03-26,0.6,22.8,21,OP101,BKG1692
EQX1012,Bulldozer,S003,2025-07-26,2025-08-17,8.8,3.6,22,OP106,BKG1693
EQX1004,Excavator,S004,2026-07-18,2026-08-08,7.5,2.3,21,OP101,BKG1694
EQX1016,Grader,S002,2025-08-04,2025-09-01,5.3,2.2,28,OP101,BKG1695
EQX1011,Bulldozer,S004,2025-05-16,2025-06-09,6.5,3.3,24,OP102,BKG1696
EQX1008,Crane,S002,2025-07-15,2025-07-27,0.0,6.8,12,OP104,BKG1697
EQX1009,Bulldozer,S003,2026-03-05,2026-03-24,6.8,1.9,19,OP102,BKG1698
EQX1014,Grader,S002,2025-07-18,2025-08-08,5.6,4.0,21,OP102,BKG1699
EQX1007,Crane,S004,2026-05-22,2026-06-10,2.5,7.1,19,OP101,BKG1700
EQX1012,Bulldozer,S005,2025-08-25,2025-09-19,9.5,2.6,25,OP102,BKG1701
EQX1002,Excavator,S002,2025-04-21,2025-05-20,6.9,3.2,29,OP107,BKG1702
EQX1012,Bulldozer,S002,2025-10-01,2025-10-23,5.9,5.5,22,OP102,BKG1703
EQX1007,Crane,S001,2025-08-16,2025-09-05,1.9,14.6,20,OP102,BKG1704
EQX1011,Bulldozer,S002,2026-05-25,2026-06-18,0.6,20.1,24,OP105,BKG1705
EQX1002,Excavator,S002,2025-07-07,2025-07-24,5.9,3.0,17,OP101,BKG1706
EQX1003,Excavator,S002,2025-04-25,2025-05-18,5.9,2.4,23,OP104,BKG1707
EQX1004,Excavator,S005,2026-05-01,2026-05-22,7.1,3.4,21,OP106,BKG1708
EQX1011,Bulldozer,S003,2025-04-10,2025-04-24,6.1,2.3,14,OP101,BKG1709
EQX1014,Grader,S005,2025-07-12,2025-08-03,5.9,3.1,22,OP102,BKG1710
EQX1010,Bulldozer,S002,2026-07-18,2026-07-27,6.8,2.4,9,OP108,BKG1711
EQX1014,Grader,S003,2025-09-02,2025-09-17,7.6,6.5,15,OP105,BKG1712
EQX1013,Grader,S003,2025-09-27,2025-10-24,3.9,7.5,27,OP107,BKG1713
EQX1006,Crane,S001,2026-04-08,2026-05-03,2.5,5.7,25,OP103,BKG1714
EQX1006,Crane,S002,2025-04-27,2025-05-04,1.7,5.1,7,OP103,BKG1715
EQX1004,Excavator,S002,2025-01-21,2025-02-15,0.4,21.1,25,OP105,BKG1716
EQX1011,Bulldozer,S001,2025-08-11,2025-08-27,8.5,5.7,16,OP107,BKG1717
EQX1016,Grader,S001,2026-06-14,2026-07-05,5.3,9.5,21,OP101,BKG1718
EQX1011,Bulldozer,S002,2026-04-09,2026-05-03,7.4,2.9,24,OP101,BKG1719
EQX1008,Crane,S003,2026-03-23,2026-03-31,2.2,2.6,8,OP106,BKG1720
EQX1008,Crane,S003,2025-07-21,2025-08-17,2.9,7.9,27,OP104,BKG1721
EQX1006,Crane,S002,2025-04-24,2025-05-23,2.5,6.8,29,OP101,BKG1722
EQX1003,Excavator,S005,2025-06-10,2025-06-21,5.3,3.4,11,OP103,BKG1723
EQX1016,Grader,S001,2026-02-02,2026-02-20,5.5,2.7,18,OP106,BKG1724
EQX1013,Grader,S001,2026-03-21,2026-04-05,8.5,2.9,15,OP106,BKG1725
EQX1014,Grader,S001,2026-05-08,2026-05-28,5.4,4.6,20,OP106,BKG1726
EQX1016,Grader,S002,2025-11-15,2025-11-24,5.1,5.9,9,OP108,BKG1727
EQX1009,Bulldozer,S004,2025-05-23,2025-06-21,8.1,1.8,29,OP101,BKG1728
EQX1011,Bulldozer,S004,2026-04-19,2026-05-13,7.5,2.7,24,OP108,BKG1729
EQX1009,Bulldozer,S003,2026-06-14,2026-06-25,6.2,5.7,11,OP108,BKG1730
EQX1015,Grader,S002,2025-05-20,2025-05-30,4.4,2.8,10,OP108,BKG1731
EQX1007,Crane,S003,2025-08-09,2025-08-24,0.4,9.8,15,OP108,BKG1732
EQX1004,Excavator,S002,2026-06-09,2026-07-03,5.7,4.6,24,OP101,BKG1733
EQX1004,Excavator,S002,2026-02-09,2026-03-07,6.2,2.8,26,OP103,BKG1734
EQX1015,Grader,S003,2025-09-15,2025-09-28,6.5,5.4,13,OP102,BKG1735
EQX1015,Grader,S003,2025-04-25,2025-05-08,4.2,2.4,13,OP107,BKG1736
EQX1010,Bulldozer,S002,2025-06-08,2025-06-29,6.7,2.7,21,OP103,BKG1737
EQX1012,Bulldozer,S004,2025-07-02,2025-07-13,9.2,1.0,11,OP102,BKG1738
EQX1003,Excavator,S001,2025-09-01,2025-09-16,5.2,8.2,15,OP103,BKG1739
EQX1006,Crane,S002,2025-07-06,2025-07-17,0.0,6.0,11,OP107,BKG1740
EQX1001,Excavator,S005,2026-06-12,2026-06-21,7.7,2.6,9,OP101,BKG1741
EQX1009,Bulldozer,S002,2026-06-19,2026-06-29,7.4,3.0,10,,BKG1742
EQX1008,Crane,S005,2025-07-22,2025-08-14,0.0,5.3,23,OP103,BKG1743
EQX1006,Crane,S001,2026-01-08,2026-01-15,3.2,6.6,7,OP101,BKG1744
EQX1015,Grader,S004,2025-02-26,2025-03-13,5.9,6.7,15,OP106,BKG1745
EQX1004,Excavator,S003,2026-03-24,2026-04-17,5.9,2.6,24,OP102,BKG1746
EQX1009,Bulldozer,S002,2026-02-11,2026-02-22,6.6,3.0,11,OP104,BKG1747
EQX1016,Grader,S002,2025-09-27,2025-10-25,5.3,4.3,28,OP103,BKG1748
EQX1011,Bulldozer,S001,2025-08-03,2025-08-11,7.4,7.0,8,OP103,BKG1749
EQX1010,Bulldozer,S003,2026-06-17,2026-06-25,9.3,4.7,8,OP102,BKG1750
EQX1009,Bulldozer,S002,2025-04-14,2025-04-25,7.2,1.4,11,OP105,BKG1751
EQX1003,Excavator,S004,2025-07-02,2025-07-15,8.9,2.6,13,OP103,BKG1752
EQX1010,Bulldozer,S002,2026-06-09,2026-07-01,5.8,5.2,22,OP102,BKG1753
EQX1008,Crane,S001,2025-02-19,2025-03-05,4.0,7.8,14,OP106,BKG1754
EQX1001,Excavator,S001,2025-03-08,2025-03-27,4.4,1.4,19,OP104,BKG1755
EQX1013,Grader,S003,2025-05-03,2025-05-10,1.7,1.1,7,OP103,BKG1756
EQX1008,Crane,S005,2025-08-15,2025-08-31,4.1,5.4,16,OP101,BKG1757
EQX1016,Grader,S002,2025-10-25,2025-11-17,5.2,2.6,23,,BKG1758
EQX1013,Grader,S003,2026-03-06,2026-03-19,5.4,1.2,13,OP104,BKG1759
EQX1003,Excavator,S002,2025-03-01,2025-03-19,6.1,3.6,18,OP101,BKG1760
EQX1004,Excavator,S005,2026-07-09,2026-07-21,7.5,4.9,12,OP105,BKG1761
EQX1016,Grader,S001,2026-04-09,2026-04-19,6.2,3.7,10,OP106,BKG1762
EQX1005,Crane,S002,2026-07-08,2026-07-20,1.9,4.9,12,OP102,BKG1763
EQX1010,Bulldozer,S002,2025-08-21,2025-09-07,6.1,1.2,17,OP101,BKG1764
EQX1006,Crane,S003,2025-08-20,2025-09-06,3.4,9.9,17,OP104,BKG1765
EQX1004,Excavator,S002,2026-07-14,2026-07-21,7.8,3.0,7,OP101,BKG1766
EQX1008,Crane,S004,2025-10-15,2025-11-01,3.9,6.6,17,,BKG1767
EQX1016,Grader,S002,2025-05-11,2025-06-07,4.8,4.6,27,OP107,BKG1768
EQX1011,Bulldozer,S004,2026-02-09,2026-02-20,6.6,4.8,11,OP103,BKG1769
EQX1006,Crane,S001,2025-04-01,2025-04-08,2.6,6.2,7,OP108,BKG1770
EQX1007,Crane,S001,2025-07-11,2025-07-20,0.0,14.7,9,OP106,BKG1771
EQX1005,Crane,S001,2026-05-20,2026-06-16,4.1,6.8,27,OP101,BKG1772
EQX1004,Excavator,S003,2025-06-01,2025-06-10,6.3,5.1,9,OP108,BKG1773
EQX1005,Crane,S002,2025-04-18,2025-05-04,4.0,6.3,16,OP102,BKG1774
EQX1016,Grader,S003,2026-03-07,2026-03-31,6.5,1.1,24,OP105,BKG1775
EQX1013,Grader,S002,2025-08-19,2025-09-09,7.4,4.7,21,OP102,BKG1776
EQX1003,Excavator,S004,2026-06-10,2026-07-06,8.4,3.2,26,OP101,BKG1777
EQX1008,Crane,S002,2025-06-27,2025-07-15,2.7,6.7,18,OP104,BKG1778
EQX1007,Crane,S005,2025-10-06,2025-10-30,0.0,3.3,24,OP107,BKG1779
EQX1010,Bulldozer,S003,2026-03-24,2026-04-08,9.4,2.1,15,OP108,BKG1780
EQX1001,Excavator,S002,2025-04-06,2025-04-13,7.9,2.1,7,OP104,BKG1781
EQX1016,Grader,S003,2026-04-23,2026-05-14,5.0,2.1,21,OP108,BKG1782
EQX1003,Excavator,S003,2026-06-08,2026-06-19,4.9,6.8,11,OP103,BKG1783
EQX1001,Excavator,S004,2025-06-20,2025-07-17,6.0,3.0,27,OP106,BKG1784
EQX1010,Bulldozer,S002,2025-04-18,2025-05-16,6.8,3.1,28,OP106,BKG1785
EQX1013,Grader,S003,2025-02-24,2025-03-18,4.8,4.3,22,OP108,BKG1786
EQX1003,Excavator,,2026-04-17,2026-05-09,4.2,0.5,22,OP106,BKG1787
EQX1003,Excavator,S002,2026-07-07,2026-08-05,0.0,1.0,29,OP102,BKG1788
EQX1011,Bulldozer,S001,2026-03-10,2026-04-02,5.8,1.0,23,OP102,BKG1789
EQX1016,Grader,S002,2025-01-07,2025-01-14,6.3,2.8,7,OP103,BKG1790
EQX1014,Grader,S002,2025-03-17,2025-04-09,3.4,3.3,23,OP107,BKG1791
EQX1012,Bulldozer,S004,2025-05-13,2025-05-27,0.0,0.9,14,OP108,BKG1792
EQX1005,Crane,S002,2025-05-09,2025-05-20,3.1,5.1,11,OP103,BKG1793
EQX1016,Grader,S005,2025-01-03,2025-01-16,3.9,4.4,13,OP106,BKG1794
EQX1004,Excavator,S003,2025-05-07,2025-06-06,7.1,0.7,30,OP103,BKG1795
EQX1004,Excavator,S001,2026-04-18,2026-05-17,7.0,2.7,29,OP101,BKG1796
EQX1012,Bulldozer,S002,2026-03-18,2026-03-29,0.8,20.1,11,OP102,BKG1797
EQX1003,Excavator,S002,2025-05-20,2025-06-16,7.2,4.3,27,OP105,BKG1798
EQX1014,Grader,S004,2026-06-12,2026-07-01,5.5,3.7,19,OP108,BKG1799
EQX1011,Bulldozer,S002,2025-08-17,2025-09-10,0.7,21.4,24,OP105,BKG1800
EQX1014,Grader,S003,2025-02-23,2025-03-09,6.9,3.6,14,OP105,BKG1801
EQX1013,Grader,,2026-06-06,2026-06-16,5.1,4.3,10,OP102,BKG1802
EQX1012,Bulldozer,S005,2025-06-11,2025-07-02,8.4,3.1,21,OP102,BKG1803
EQX1012,Bulldozer,S002,2025-06-27,2025-07-15,9.1,3.0,18,OP105,BKG1804
EQX1008,Crane,S003,2025-10-08,2025-11-07,0.0,5.0,30,OP105,BKG1805
EQX1016,Grader,S005,2025-04-09,2025-04-22,7.8,5.9,13,OP105,BKG1806
EQX1003,Excavator,S002,2025-10-08,2025-10-24,5.5,2.9,16,OP103,BKG1807
EQX1003,Excavator,S003,2025-06-27,2025-07-15,3.9,5.4,18,OP102,BKG1808
EQX1016,Grader,S002,2025-11-05,2025-11-20,4.9,2.9,15,OP101,BKG1809
EQX1012,Bulldozer,S005,2025-08-22,2025-09-17,7.4,2.1,26,OP103,BKG1810
EQX1009,Bulldozer,S005,2025-07-10,2025-07-17,6.3,2.6,7,OP105,BKG1811
EQX1014,Grader,S003,2026-06-23,2026-07-19,5.7,3.9,26,OP103,BKG1812
EQX1007,Crane,S001,2025-09-23,2025-10-19,0.0,14.5,26,OP103,BKG1813
EQX1003,Excavator,S005,2026-04-17,2026-04-25,7.0,5.0,8,OP101,BKG1814
EQX1015,Grader,S003,2025-02-21,2025-03-16,5.2,3.2,23,OP105,BKG1815
EQX1008,Crane,S001,2025-10-15,2025-11-06,1.0,6.4,22,OP104,BKG1816
EQX1007,Crane,S002,2025-05-09,2025-05-23,0.0,6.4,14,OP104,BKG1817
EQX1015,Grader,S003,2026-05-07,2026-05-14,4.6,3.2,7,OP105,BKG1818
EQX1006,Crane,S005,2026-05-09,2026-06-03,2.9,7.0,25,OP104,BKG1819
EQX1014,Grader,S002,2025-09-03,2025-09-12,5.4,4.5,9,OP101,BKG1820
EQX1008,Crane,S002,2025-09-16,2025-10-16,1.7,6.0,30,OP108,BKG1821
EQX1004,Excavator,S002,2026-03-18,2026-04-01,7.6,2.0,14,OP106,BKG1822
EQX1013,Grader,S001,2026-05-17,2026-06-10,6.8,2.8,24,OP102,BKG1823
EQX1016,Grader,S003,2025-10-01,2025-10-18,5.6,3.5,17,OP106,BKG1824
EQX1016,Grader,S005,2025-02-19,2025-03-05,5.1,5.6,14,OP101,BKG1825
EQX1016,Grader,S004,2025-12-16,2026-01-09,4.9,6.3,24,OP101,BKG1826
EQX1005,Crane,S002,2025-09-27,2025-10-21,0.0,6.1,24,OP107,BKG1827
EQX1010,Bulldozer,S001,2025-09-05,2025-09-27,6.7,7.0,22,OP101,BKG1828
EQX1004,Excavator,S002,2025-03-02,2025-03-29,8.9,3.3,27,OP102,BKG1829
EQX1007,Crane,S002,2025-09-11,2025-10-02,0.0,7.1,21,OP101,BKG1830
EQX1014,Grader,S001,2025-03-16,2025-04-02,6.8,3.4,17,OP104,BKG1831
EQX1012,Bulldozer,S002,2025-05-01,2025-05-31,6.7,3.1,30,OP107,BKG1832
EQX1003,Excavator,S003,2026-03-11,2026-04-04,8.5,2.4,24,OP102,BKG1833
EQX1014,Grader,S002,2025-04-16,2025-04-25,5.7,2.1,9,OP103,BKG1834
EQX1007,Crane,S002,2025-10-18,2025-11-07,0.0,7.4,20,OP101,BKG1835
EQX1015,Grader,S004,2026-05-07,2026-05-28,3.9,3.0,21,OP108,BKG1836
EQX1005,Crane,S003,2025-05-12,2025-05-26,3.6,3.4,14,OP105,BKG1837
EQX1004,Excavator,S005,2025-07-02,2025-07-12,8.4,2.2,10,OP108,BKG1838
EQX1012,Bulldozer,S005,2026-05-24,2026-06-09,7.1,4.4,16,OP104,BKG1839
EQX1011,Bulldozer,S004,2025-05-20,2025-06-14,6.3,0.4,25,OP108,BKG1840
EQX1005,Crane,S001,2025-05-11,2025-05-22,1.9,5.3,11,OP107,BKG1841
EQX1010,Bulldozer,S005,2025-09-09,2025-09-25,6.9,1.6,16,OP106,BKG1842
EQX1005,Crane,S002,2025-06-27,2025-07-24,4.7,4.3,27,OP101,BKG1843
EQX1003,Excavator,S003,2025-01-10,2025-01-17,7.0,1.9,7,OP108,BKG1844
EQX1006,Crane,S002,2025-08-08,2025-09-07,3.1,5.0,30,OP103,BKG1845
EQX1006,Crane,S002,2026-06-02,2026-06-27,4.1,6.1,25,OP103,BKG1846
EQX1007,Crane,S001,2025-04-02,2025-05-01,1.9,4.8,29,OP105,BKG1847
EQX1005,Crane,S002,2026-04-21,2026-05-08,1.4,6.4,17,OP102,BKG1848
EQX1001,Excavator,S002,2026-05-18,2026-06-14,5.6,4.2,27,OP103,BKG1849
EQX1003,Excavator,S001,2025-07-16,2025-08-08,8.1,7.9,23,OP106,BKG1850
EQX1010,Bulldozer,S004,2026-06-06,2026-06-25,7.4,2.2,19,OP106,BKG1851
EQX1012,Bulldozer,S002,2025-11-26,2025-12-18,6.2,2.3,22,OP103,BKG1852
EQX1001,Excavator,S005,2025-04-03,2025-04-21,7.5,3.2,18,OP108,BKG1853
EQX1003,Excavator,S002,2026-05-22,2026-06-12,10.4,4.1,21,OP102,BKG1854
EQX1005,Crane,S002,2026-02-18,2026-03-14,0.0,7.5,24,OP106,BKG1855
EQX1005,Crane,S001,2026-04-19,2026-05-02,0.0,6.5,13,OP102,BKG1856
EQX1007,Crane,S003,2026-07-13,2026-07-30,1.2,7.6,17,OP104,BKG1857
EQX1012,Bulldozer,S002,2025-07-12,2025-07-27,7.7,1.8,15,OP106,BKG1858
EQX1014,Grader,S001,2025-08-06,2025-08-15,7.9,7.2,9,OP105,BKG1859
EQX1008,Crane,S004,2025-06-05,2025-07-03,0.0,5.1,28,OP103,BKG1860
EQX1011,Bulldozer,S001,2025-09-20,2025-09-30,7.4,8.7,10,OP108,BKG1861
EQX1014,Grader,S004,2025-09-11,2025-09-18,6.2,3.9,7,OP101,BKG1862
EQX1004,Excavator,S005,2026-05-26,2026-06-05,8.3,5.4,10,OP105,BKG1863
EQX1008,Crane,S004,2025-08-18,2025-08-31,1.8,5.0,13,OP101,BKG1864
EQX1011,Bulldozer,S004,2025-04-05,2025-04-15,8.6,0.6,10,OP107,BKG1865
EQX1014,Grader,S002,2026-05-08,2026-06-01,4.5,3.5,24,OP105,BKG1866
EQX1003,Excavator,S001,2026-04-16,2026-05-15,7.2,3.4,29,OP108,BKG1867
EQX1014,Grader,S001,2025-05-18,2025-06-09,4.2,4.3,22,OP106,BKG1868
